view,prot_dim,comp_dim,hdims,graph_dim,kaiming_constant,dprob,tr_batch_size,val_batch_size,test_batch_size,optimizer,optimizer__global__weight_decay,optimizer__global__lr,optimizer__sgd__nesterov,optimizer__sgd__momentum,optimizer__adam__amsgrad,optimizer__adadelta__rho,optimizer__adagrad__lr_decay,optimizer__rmsprop__momentum,score
gconv,8421,1024,"[256, 256, 256, 4708]",64,5,0.01,512,512,512,adagrad,0.0001,0.00222467841359845,True,0.0002159895527821301,True,0.0001,0.0001,0.0001,0.17036326124972628
gconv,8421,1024,"[1122, 653, 4644]",302,5,0.025572084576224074,128,512,512,adamax,0.003698789919519203,0.000375763169417052,False,0.00019280372704273243,False,0.0021868088142190313,0.05579257990039718,0.022148658490115127,0.1475837904328351
gconv,8421,1024,[2944],380,5,0.039220066263211575,512,512,512,adamax,0.0003481136160761598,0.0005583132819412679,True,0.0018348955222781836,True,0.897009087164606,0.00011107614360501992,0.047190321891271446,0.1471888972323983
gconv,8421,1024,"[4035, 716, 1751]",395,5,0.19756631992171947,512,512,512,rmsprop,0.0031018685180771288,0.00011710413799646355,True,0.2831084822531329,False,0.0031897218531291983,0.06357072700556034,0.00015158966740252855,0.1392542380849915
gconv,8421,1024,"[1122, 653, 4644]",302,5,0.025572084576224074,128,512,512,adamax,0.003698789919519203,0.000375763169417052,False,0.00019280372704273243,False,0.0021868088142190313,0.05579257990039718,0.022148658490115127,0.13675302999814862
gconv,8421,1024,"[1122, 653, 4644]",302,5,0.025572084576224074,128,512,512,adamax,0.003698789919519203,0.000375763169417052,False,0.00019280372704273243,False,0.0021868088142190313,0.05579257990039718,0.022148658490115127,0.122600473276631
gconv,8421,1024,"[845, 836, 659]",233,5,0.015027374095385099,512,512,512,adagrad,0.0001,0.0695426005634411,True,0.01882344262464112,True,0.014425824052117203,0.000296342274640045,0.007596638413692464,0.12249248881747311
gconv,8421,1024,"[1122, 653, 4644]",302,5,0.025572084576224074,128,512,512,adamax,0.003698789919519203,0.000375763169417052,False,0.00019280372704273243,False,0.0021868088142190313,0.05579257990039718,0.022148658490115127,0.11670941150650174
gconv,8421,1024,"[1122, 653, 4644]",302,5,0.025572084576224074,128,512,512,adamax,0.003698789919519203,0.000375763169417052,False,0.00019280372704273243,False,0.0021868088142190313,0.05579257990039718,0.022148658490115127,0.10842047763000959
gconv,8421,1024,[1144],435,5,0.046386412715966115,128,512,512,adamax,0.000314243823858099,0.0029263614692357776,False,0.00044470778282927826,True,0.15089614364949708,0.0003239099100285234,0.002428295918098408,0.08579340359145482
gconv,8421,1024,[1144],435,5,0.046386412715966115,128,512,512,adamax,0.000314243823858099,0.0029263614692357776,False,0.00044470778282927826,True,0.15089614364949708,0.0003239099100285234,0.002428295918098408,0.08459851684577664
gconv,8421,1024,[1144],435,5,0.046386412715966115,128,512,512,adamax,0.000314243823858099,0.0029263614692357776,False,0.00044470778282927826,True,0.15089614364949708,0.0003239099100285234,0.002428295918098408,0.06371694942843639
gconv,8421,1024,[1144],435,5,0.046386412715966115,128,512,512,adamax,0.000314243823858099,0.0029263614692357776,False,0.00044470778282927826,True,0.15089614364949708,0.0003239099100285234,0.002428295918098408,0.06169969609240629
gconv,8421,1024,[1144],435,5,0.046386412715966115,128,512,512,adamax,0.000314243823858099,0.0029263614692357776,False,0.00044470778282927826,True,0.15089614364949708,0.0003239099100285234,0.002428295918098408,0.05552429915095456
gconv,8421,1024,"[3978, 2025, 845, 726]",373,5,0.037803595590565627,256,512,512,adamax,0.004622489386497726,0.004166040107356682,True,0.8651742787822587,False,0.0036730232065619655,0.00014137308201282443,0.006366358491316257,0.053399128310149445
