prot_vocab_size,attn_heads,attn_layers,lin_dims,latent_dim,disc_hdims,kaiming_constant,weighted_loss,dprob,neigh_dist,tr_batch_size,val_batch_size,test_batch_size,optimizer_gen,optimizer_gen__global__weight_decay,optimizer_gen__global__lr,optimizer_disc,optimizer_disc__global__weight_decay,optimizer_disc__global__lr,prot,weave,gconv,ecfp8,score
9048,16,1,"[1935, 273]",256,[1034],5,0.4021468024214775,0.36654046977288757,42,256,128,128,adadelta,0.0011537053152481413,0.00974754392118443,adamax,0.04868022152917116,0.18001252640621002,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},0.016888279453030394
9048,8,1,"[2048, 64, 499]",256,[1063],5,0.1,0.4711346707866838,28,256,128,128,adadelta,0.0001,0.0457692596933333,sgd,0.0001,0.0001,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},0.013920539976865029
9048,16,1,[1391],256,[1853],5,0.32566810118675693,0.17401329989552067,23,256,128,128,adadelta,0.2764488810409113,0.002437597254067294,adamax,0.03445159930988489,0.0334487209899611,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},0.012171074017220953
9048,8,1,[583],256,"[551, 1315]",5,0.21577180368647655,0.2261904829709888,61,256,128,128,adagrad,0.004222293616061036,0.003467688782067548,adam,0.00031364622983779886,0.0005896229942044574,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},0.010762004277814088
9048,1,1,"[1719, 1274, 101]",256,"[756, 1054]",5,0.30778159484975076,0.46626442264196044,24,256,128,128,adam,0.09231497062535285,0.00025435092328074816,rmsprop,0.003282011310667902,0.0012918652809455861,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},0.010177894099372205
9048,4,1,[481],256,"[408, 671]",5,0.1,0.5,42,256,128,128,adadelta,0.053490820396778334,0.04443829498823379,rmsprop,0.0001,0.0001,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},0.0081434051291612
9048,4,1,[189],256,"[1761, 1971]",5,0.17110986820890783,0.23733981959091707,53,256,128,128,adadelta,0.002173845089787083,0.027277768722241833,sgd,0.0017180300656108917,0.5076951602238431,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},0.0016115105874930933
9048,16,1,"[1707, 1652, 1175]",256,[115],5,0.2447975739486456,0.2262758995842378,42,256,128,128,adamax,0.00011894770117344392,0.0120882652744131,sgd,0.25013663251337875,0.0019741853862775384,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.0024667144378540513
9048,2,1,"[98, 989]",256,[666],5,0.1637779880783633,0.13228954878851976,16,256,128,128,adamax,0.00016978276080142207,0.022025401878400772,adagrad,0.2683654494365351,0.0010018580711707126,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.0038420287082142437
9048,2,1,"[1281, 64, 2048]",256,[100],5,0.5,0.5,31,256,128,128,adamax,0.0001,0.0003724272247170982,rmsprop,0.7843372157540053,0.0001,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.004136365606544644
9048,1,1,"[1719, 1274, 101]",256,"[756, 1054]",5,0.30778159484975076,0.46626442264196044,24,256,128,128,adam,0.09231497062535285,0.00025435092328074816,rmsprop,0.003282011310667902,0.0012918652809455861,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.004977669870162238
9048,4,2,"[1450, 1484, 760]",256,"[1600, 1818]",5,0.3434505607460565,0.2502911406895324,29,256,128,128,adam,0.00024227372041374858,0.0002785510000199905,adam,0.05859125784717771,0.0007937177608488735,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.007299414559576494
9048,2,1,"[1101, 1564, 1147]",256,[1612],5,0.34280705704675896,0.20036776314394678,28,256,128,128,adagrad,0.00014313221019351385,0.00019315716452135868,adadelta,0.0017501067663417819,0.34094688579135574,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.008975919855471222
9048,1,2,[573],256,[514],5,0.10800623790246276,0.46751182966419924,28,256,128,128,adadelta,0.005758364329258878,0.2121912703663197,adam,0.16148980994661896,0.40364325201136203,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.010008649279348162
9048,1,2,[573],256,[514],5,0.10800623790246276,0.46751182966419924,28,256,128,128,adadelta,0.005758364329258878,0.2121912703663197,adam,0.16148980994661896,0.40364325201136203,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.012906411442176448
9048,8,2,"[1645, 1516]",256,"[2048, 1273]",5,0.1,0.25614470958049357,61,256,128,128,rmsprop,0.004470447995835242,0.0008131602644979235,sgd,0.7550630785106454,0.0774163172576359,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.01332416715306136
9048,4,2,"[1450, 1484, 760]",256,"[1600, 1818]",5,0.3434505607460565,0.2502911406895324,29,256,128,128,adam,0.00024227372041374858,0.0002785510000199905,adam,0.05859125784717771,0.0007937177608488735,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.01584681324347311
9048,8,1,"[1693, 1379]",256,"[148, 1276]",5,0.1,0.1,16,256,128,128,adadelta,0.09273926778112662,0.014730199121133205,adagrad,0.09510774008246707,0.0021376316609408833,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.026731666112187226
9048,2,2,"[1133, 871]",256,[2048],5,0.5,0.5,29,256,128,128,adadelta,0.00010769468121132994,1.0,adam,0.0001,1.0,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.02722277160632414
9048,4,1,"[1069, 484]",256,[2048],5,0.3930351136398077,0.4059839818060862,56,256,128,128,adadelta,0.0030009511074435466,0.009186376135958877,rmsprop,0.8145418548344782,0.011622479985271954,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.02980635521166182
9048,1,1,"[1719, 1274, 101]",256,"[756, 1054]",5,0.30778159484975076,0.46626442264196044,24,256,128,128,adam,0.09231497062535285,0.00025435092328074816,rmsprop,0.003282011310667902,0.0012918652809455861,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.030834594915167688
9048,4,1,[434],256,"[100, 394]",5,0.13151053026922033,0.13862335537829393,17,256,128,128,adadelta,0.00010349635875001042,0.0023846151893389873,sgd,0.05670622300100476,0.0001,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.03404428004463272
9048,1,1,[2048],256,[100],5,0.1,0.1,64,256,128,128,adam,1.0,0.0001,adadelta,1.0,0.0001,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.034336681258174566
9048,8,1,"[177, 102]",256,[2015],5,0.24706624853141815,0.2249647580960871,45,256,128,128,adadelta,0.5805027686035804,0.006058080045926958,adagrad,0.00015216461250656501,0.0025058961402965457,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.03462724054355942
9048,4,2,"[1450, 1484, 760]",256,"[1600, 1818]",5,0.3434505607460565,0.2502911406895324,29,256,128,128,adam,0.00024227372041374858,0.0002785510000199905,adam,0.05859125784717771,0.0007937177608488735,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.03643903278876665
9048,1,1,"[1719, 1274, 101]",256,"[756, 1054]",5,0.30778159484975076,0.46626442264196044,24,256,128,128,adam,0.09231497062535285,0.00025435092328074816,rmsprop,0.003282011310667902,0.0012918652809455861,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.0409722707246432
9048,2,1,[2048],256,[100],5,0.4743995342731292,0.1,64,256,128,128,adam,1.0,0.0001,adadelta,1.0,0.0001,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.04735173656742076
9048,1,1,"[1719, 1274, 101]",256,"[756, 1054]",5,0.30778159484975076,0.46626442264196044,24,256,128,128,adam,0.09231497062535285,0.00025435092328074816,rmsprop,0.003282011310667902,0.0012918652809455861,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.04856156615176775
9048,1,2,"[134, 1495]",256,"[1134, 261]",5,0.20983536539344774,0.4811959197444131,46,256,128,128,adagrad,0.004577215043942169,0.008642766225816409,adam,0.029444622260018472,0.00964108932251965,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.05034389273092769
9048,2,1,"[1101, 1564, 1147]",256,[1612],5,0.34280705704675896,0.20036776314394678,28,256,128,128,adagrad,0.00014313221019351385,0.00019315716452135868,adadelta,0.0017501067663417819,0.34094688579135574,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.052740160213679776
9048,16,1,"[862, 64, 64]",256,[100],5,0.4016663173758501,0.1,64,256,128,128,adadelta,0.20810757857738554,0.12209503659581294,adadelta,0.003969093112185353,0.002334207988794411,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.05308552547918347
9048,16,1,"[64, 64, 1201]",256,"[2048, 1045]",5,0.11530114236693192,0.4960495913017441,5,256,128,128,adadelta,0.0004441366604240497,0.21860748613650835,adamax,1.0,0.001932660997312272,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.05833802165870041
9048,4,2,"[1450, 1484, 760]",256,"[1600, 1818]",5,0.3434505607460565,0.2502911406895324,29,256,128,128,adam,0.00024227372041374858,0.0002785510000199905,adam,0.05859125784717771,0.0007937177608488735,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.058847761750019954
9048,4,2,"[1450, 1484, 760]",256,"[1600, 1818]",5,0.3434505607460565,0.2502911406895324,29,256,128,128,adam,0.00024227372041374858,0.0002785510000199905,adam,0.05859125784717771,0.0007937177608488735,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.05987804208102201
9048,2,1,"[1101, 1564, 1147]",256,[1612],5,0.34280705704675896,0.20036776314394678,28,256,128,128,adagrad,0.00014313221019351385,0.00019315716452135868,adadelta,0.0017501067663417819,0.34094688579135574,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.06406663760329809
9048,16,2,[246],256,[1684],5,0.38695664050312406,0.345179237091126,30,256,128,128,adamax,0.005143402722025212,0.005170465214548385,adadelta,0.00041053851937336626,0.5607396905111479,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.06996709338746142
9048,8,1,"[934, 459, 772]",256,"[241, 413]",5,0.22363013894475509,0.39920048629934135,6,256,128,128,adadelta,0.0005000085759600695,0.017181920077678207,adam,0.048220109049569214,0.0004544971239917017,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.07120276716973128
9048,2,1,[2048],256,[100],5,0.5,0.1,64,256,128,128,adam,1.0,0.0001,adadelta,1.0,0.0001,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.08131715941190677
9048,4,2,"[1777, 64, 764]",256,[1638],5,0.1,0.1015866930951005,41,256,128,128,adamax,0.0012236913700362933,0.0005589034504272112,sgd,0.000321352295797634,0.0022627126266907497,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.0859954938206048
9048,2,1,"[273, 1337, 1797]",256,"[706, 250]",5,0.17861773911457712,0.2694785913185328,32,256,128,128,sgd,0.0001714993247087456,0.001071137353963703,adadelta,0.0011495929650843614,0.013843209374841008,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.08626100000838798
9048,2,3,[2048],256,[100],5,0.1,0.13497237288964056,64,256,128,128,adam,0.0001,0.00037909103322426895,sgd,0.10279701290927953,0.00016143251597648637,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.10085944071376615
9048,2,1,"[568, 1586]",256,"[1374, 507]",5,0.36278711262764496,0.49647999784027586,51,256,128,128,adagrad,0.42105143415185375,0.00040569450291561574,adamax,0.00017365058941421223,0.00023480064951890436,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.10915460229504353
9048,2,1,"[568, 1586]",256,"[1374, 507]",5,0.36278711262764496,0.49647999784027586,51,256,128,128,adagrad,0.42105143415185375,0.00040569450291561574,adamax,0.00017365058941421223,0.00023480064951890436,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.10942759395249667
9048,1,1,[1076],256,"[100, 2048]",5,0.1,0.4981883809399533,4,256,128,128,adagrad,0.0001,0.0001,adadelta,0.0001,0.0001,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.12016818019069277
9048,1,2,"[67, 1864]",256,[1578],5,0.21253861886656664,0.2692313252924158,23,256,128,128,rmsprop,0.0005370257754823186,0.00015307137838411106,sgd,0.0029361364680659196,0.092755324533282,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.12677320857770746
9048,8,2,[1460],256,[1131],5,0.11019711096137491,0.43944953412181353,36,256,128,128,adadelta,0.0017221485985366698,0.029319011138467126,adagrad,0.004417456340888541,0.05148232619001952,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.1323162469120035
9048,8,2,[1262],256,"[1261, 1251]",5,0.17404939936566305,0.14224637973229745,33,256,128,128,adamax,0.005236182284268669,0.0013185841843161431,adam,0.06129600716426556,0.0005867314314802522,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.1337841116103096
9048,2,1,"[568, 1586]",256,"[1374, 507]",5,0.36278711262764496,0.49647999784027586,51,256,128,128,adagrad,0.42105143415185375,0.00040569450291561574,adamax,0.00017365058941421223,0.00023480064951890436,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.13379351594499841
9048,16,2,"[1960, 1859]",256,[1751],5,0.2711074681358143,0.27097461362017367,20,256,128,128,rmsprop,0.001327680574918913,0.00010376458676302043,adam,0.0003679235919617453,0.001233202400426857,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.13452277037921292
9048,1,3,[749],256,[934],5,0.2481586224283062,0.3473994365261568,40,256,128,128,adam,0.0008671130934864354,0.00176255151026938,sgd,0.05569551084283535,0.736971830013377,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.1404310493738405
9048,1,3,[749],256,[934],5,0.2481586224283062,0.3473994365261568,40,256,128,128,adam,0.0008671130934864354,0.00176255151026938,sgd,0.05569551084283535,0.736971830013377,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.1409252985185545
9048,16,2,[246],256,[1684],5,0.38695664050312406,0.345179237091126,30,256,128,128,adamax,0.005143402722025212,0.005170465214548385,adadelta,0.00041053851937336626,0.5607396905111479,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.14173997395448942
9048,1,3,[2048],256,"[100, 1370]",5,0.1,0.5,25,256,128,128,adagrad,0.0001,0.002286243335137705,adam,1.0,0.0001,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.14268698103694163
9048,16,1,[64],256,[100],5,0.1,0.13587000072262317,64,256,128,128,adagrad,0.0001,0.0001,rmsprop,0.42801683659603357,1.0,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.1436770243273084
9048,2,2,"[70, 231, 474]",256,[1508],5,0.36505279574250304,0.11817819871670904,35,256,128,128,rmsprop,0.026074348691760372,0.00041513239866500966,adamax,0.0006259713123585664,0.0021629451686171882,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.14622479569810617
9048,8,1,"[2017, 2048, 761]",256,"[100, 1805]",5,0.45891345646663617,0.10963863556847162,4,256,128,128,sgd,0.0008387915531008363,0.0002579457476764339,sgd,0.10128502533893913,0.038576579163449726,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.14664513865906853
9048,2,2,"[70, 231, 474]",256,[1508],5,0.36505279574250304,0.11817819871670904,35,256,128,128,rmsprop,0.026074348691760372,0.00041513239866500966,adamax,0.0006259713123585664,0.0021629451686171882,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.14693886219046123
9048,16,2,"[1960, 1859]",256,[1751],5,0.2711074681358143,0.27097461362017367,20,256,128,128,rmsprop,0.001327680574918913,0.00010376458676302043,adam,0.0003679235919617453,0.001233202400426857,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.14733478193984054
9048,2,1,"[98, 989]",256,[666],5,0.1637779880783633,0.13228954878851976,16,256,128,128,adamax,0.00016978276080142207,0.022025401878400772,adagrad,0.2683654494365351,0.0010018580711707126,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.14851603092667293
9048,16,2,"[1960, 1859]",256,[1751],5,0.2711074681358143,0.27097461362017367,20,256,128,128,rmsprop,0.001327680574918913,0.00010376458676302043,adam,0.0003679235919617453,0.001233202400426857,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.15023829808149047
9048,16,2,[246],256,[1684],5,0.38695664050312406,0.345179237091126,30,256,128,128,adamax,0.005143402722025212,0.005170465214548385,adadelta,0.00041053851937336626,0.5607396905111479,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.15182312784618313
9048,2,1,"[568, 1586]",256,"[1374, 507]",5,0.36278711262764496,0.49647999784027586,51,256,128,128,adagrad,0.42105143415185375,0.00040569450291561574,adamax,0.00017365058941421223,0.00023480064951890436,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.1527125080542114
9048,1,3,[749],256,[934],5,0.2481586224283062,0.3473994365261568,40,256,128,128,adam,0.0008671130934864354,0.00176255151026938,sgd,0.05569551084283535,0.736971830013377,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.15377496414383415
9048,16,2,"[1960, 1859]",256,[1751],5,0.2711074681358143,0.27097461362017367,20,256,128,128,rmsprop,0.001327680574918913,0.00010376458676302043,adam,0.0003679235919617453,0.001233202400426857,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.1560335441291458
9048,16,1,"[2048, 690]",256,[1671],5,0.44488249520892387,0.5,24,256,128,128,adadelta,0.04258597892689691,1.0,adam,0.0001,1.0,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.1629107085592167
9048,8,2,"[2048, 283]",256,[1233],5,0.1,0.23611438570194954,4,256,128,128,adadelta,0.00012454678189316367,0.004789299485958723,sgd,0.006998351829914484,0.0031690549219370754,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.16449832413385518
9048,2,1,"[568, 1586]",256,"[1374, 507]",5,0.36278711262764496,0.49647999784027586,51,256,128,128,adagrad,0.42105143415185375,0.00040569450291561574,adamax,0.00017365058941421223,0.00023480064951890436,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.16629961953812142
9048,8,3,"[1797, 1229]",256,"[1433, 234]",5,0.19258925458663353,0.27329998010365786,10,256,128,128,adadelta,0.0004654899219891658,0.026787141229166648,adam,0.00010896198618212686,0.027229183110525263,"{'model_type': 'psc', 'in_dim': 8421, 'dim': 8421, 'vocab_size': 9048, 'window': 11, 'rnn_hidden_state_dim': 100}",{'update_pairs': False},{'dim': 512},{'dim': 1024},-0.16773574660884924
