attn_heads,attn_layers,lin_dims,output_dim,latent_dim,kaiming_constant,dprob,tr_batch_size,val_batch_size,test_batch_size,optimizer,optimizer__global__weight_decay,optimizer__global__lr,prot,weave,gconv,ecfp8,gnn,score
1,1,[178],1,512,5,0.4988328213377454,128,128,128,adagrad,0.0022204581601105895,0.0030605219161407952,"{'model_types': ['psc', 'rnn'], 'vocab_size': 9048, 'window': 11, 'pcnn_num_layers': 2, 'embedding_dim': 21, 'psc_dim': 8421, 'rnn_hidden_state_dim': 16}",{'update_pairs': False},{'dim': 330},{'dim': 1024},"{'fingerprint_size': 2238, 'num_layers': 4, 'dim': 153}",0.035764928929533375
1,1,[178],1,512,5,0.4988328213377454,128,128,128,adagrad,0.0022204581601105895,0.0030605219161407952,"{'model_types': ['psc', 'rnn'], 'vocab_size': 9048, 'window': 11, 'pcnn_num_layers': 2, 'embedding_dim': 21, 'psc_dim': 8421, 'rnn_hidden_state_dim': 16}",{'update_pairs': False},{'dim': 330},{'dim': 1024},"{'fingerprint_size': 2238, 'num_layers': 4, 'dim': 153}",0.007003361686418335
8,1,"[991, 177]",1,512,5,0.32586594058722185,128,128,128,adadelta,0.00023998559272070004,0.011127527154406873,"{'model_types': ['psc', 'rnn'], 'vocab_size': 9048, 'window': 11, 'pcnn_num_layers': 1, 'embedding_dim': 6, 'psc_dim': 8421, 'rnn_hidden_state_dim': 29}",{'update_pairs': False},{'dim': 250},{'dim': 1024},"{'fingerprint_size': 2238, 'num_layers': 3, 'dim': 307}",-0.012201428719933802
8,1,"[991, 177]",1,512,5,0.32586594058722185,128,128,128,adadelta,0.00023998559272070004,0.011127527154406873,"{'model_types': ['psc', 'rnn'], 'vocab_size': 9048, 'window': 11, 'pcnn_num_layers': 1, 'embedding_dim': 6, 'psc_dim': 8421, 'rnn_hidden_state_dim': 29}",{'update_pairs': False},{'dim': 250},{'dim': 1024},"{'fingerprint_size': 2238, 'num_layers': 3, 'dim': 307}",-0.01787238928320363
2,3,"[1756, 334, 1395]",1,256,5,0.1619884824536622,128,128,128,adadelta,0.0007206883168910365,0.8049648553619331,"{'model_types': ['psc', 'rnn'], 'vocab_size': 9048, 'window': 11, 'pcnn_num_layers': 4, 'embedding_dim': 32, 'psc_dim': 8421, 'rnn_hidden_state_dim': 39}",{'update_pairs': False},{'dim': 185},{'dim': 1024},"{'fingerprint_size': 2238, 'num_layers': 3, 'dim': 397}",-0.01825516366083724
2,2,"[1992, 241]",1,256,5,0.3162853068004974,128,128,128,adamax,0.0004087995446724508,0.0026641572671298485,"{'model_types': ['psc', 'rnn'], 'vocab_size': 9048, 'window': 11, 'pcnn_num_layers': 1, 'embedding_dim': 36, 'psc_dim': 8421, 'rnn_hidden_state_dim': 36}",{'update_pairs': False},{'dim': 501},{'dim': 1024},"{'fingerprint_size': 2238, 'num_layers': 2, 'dim': 193}",-0.01859840379138989
8,1,"[991, 177]",1,512,5,0.32586594058722185,128,128,128,adadelta,0.00023998559272070004,0.011127527154406873,"{'model_types': ['psc', 'rnn'], 'vocab_size': 9048, 'window': 11, 'pcnn_num_layers': 1, 'embedding_dim': 6, 'psc_dim': 8421, 'rnn_hidden_state_dim': 29}",{'update_pairs': False},{'dim': 250},{'dim': 1024},"{'fingerprint_size': 2238, 'num_layers': 3, 'dim': 307}",-0.02409759386788513
2,2,"[1992, 241]",1,256,5,0.3162853068004974,128,128,128,adamax,0.0004087995446724508,0.0026641572671298485,"{'model_types': ['psc', 'rnn'], 'vocab_size': 9048, 'window': 11, 'pcnn_num_layers': 1, 'embedding_dim': 36, 'psc_dim': 8421, 'rnn_hidden_state_dim': 36}",{'update_pairs': False},{'dim': 501},{'dim': 1024},"{'fingerprint_size': 2238, 'num_layers': 2, 'dim': 193}",-0.02720264768243889
8,1,"[991, 177]",1,512,5,0.32586594058722185,128,128,128,adadelta,0.00023998559272070004,0.011127527154406873,"{'model_types': ['psc', 'rnn'], 'vocab_size': 9048, 'window': 11, 'pcnn_num_layers': 1, 'embedding_dim': 6, 'psc_dim': 8421, 'rnn_hidden_state_dim': 29}",{'update_pairs': False},{'dim': 250},{'dim': 1024},"{'fingerprint_size': 2238, 'num_layers': 3, 'dim': 307}",-0.039057963912210655
8,1,"[991, 177]",1,512,5,0.32586594058722185,128,128,128,adadelta,0.00023998559272070004,0.011127527154406873,"{'model_types': ['psc', 'rnn'], 'vocab_size': 9048, 'window': 11, 'pcnn_num_layers': 1, 'embedding_dim': 6, 'psc_dim': 8421, 'rnn_hidden_state_dim': 29}",{'update_pairs': False},{'dim': 250},{'dim': 1024},"{'fingerprint_size': 2238, 'num_layers': 3, 'dim': 307}",-0.05789103502385577
